,carat,cut,color,clarity,depth,table,x,y,z,price_predicted,price_predict,carat_log
4045,1.05,Premium,G,IF,60.6,60.0,6.57,6.59,3.99,5070.530149868527,5884.664452437299,0.04879016416943205
4046,0.34,Ideal,G,VS2,61.0,57.0,4.48,4.5,2.74,766.3879710269738,362.6668473568593,-1.0788096613719298
4047,1.18,Premium,E,SI2,62.5,60.0,6.74,6.7,4.2,6165.933412218695,6895.73443646611,0.16551443847757333
4048,1.03,Premium,D,SI2,61.8,60.0,6.45,6.42,3.98,4909.732711315087,5729.115224125173,0.02955880224154443
4049,0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73,692.3559648221893,207.11761904473406,-1.1394342831883648
4050,1.08,Ideal,E,VVS2,61.0,56.0,6.64,6.67,4.06,5315.627911333783,6117.988294905486,0.0769610411361284
4051,0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,2757.5128435314978,3395.8767994432974,-0.31471074483970024
4052,1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,5481.609069348721,6273.537523217612,0.09531017980432493
4053,1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,11593.649525334404,11095.563600893487,0.5423242908253617
4054,1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,4672.470742601347,5495.791381656985,0.0
4055,0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,4063.180116596073,4873.594468408485,-0.08338160893905101
4056,0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,2885.277004269015,3551.4260277554226,-0.2876820724517809
4057,0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,2694.5083150836263,3318.1021852872345,-0.3285040669720361
4058,1.2,Premium,G,SI2,59.9,59.0,6.92,6.98,4.16,6342.056693904903,7051.283664778235,0.1823215567939546
4059,0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,2040.9158999109366,2462.5814295705472,-0.4942963218147801
4060,0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,656.4845266114595,129.3430048886721,-1.171182981502945
4061,0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.3,3.1,1561.9068580492603,1762.6099021659852,-0.6539264674066639
4062,0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,398.1051832867656,-492.85390835982844,-1.4696759700589417
4063,0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,621.3865913129209,51.56839073260926,-1.2039728043259361
4064,0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,3488.6857697558708,4251.397555159985,-0.1743533871447778
4065,0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,3015.3643334630774,3706.975256067548,-0.2613647641344075
4066,2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,16719.332252819604,14362.097395448114,0.7608058290337602
4067,1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,4751.031285514873,5573.565995813048,0.009950330853168092
4068,0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,804.5336310506847,440.4414615129217,-1.0498221244986778
4069,1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47,9217.680181288046,9384.522089460112,0.4054651081081644
4070,0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,1561.9068580492603,1762.6099021659852,-0.6539264674066639
4071,1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,6253.745040391304,6973.509050622173,0.17395330712343798
4072,0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,621.3865913129209,51.56839073260926,-1.2039728043259361
4073,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,1612.5654587464296,1840.3845163220476,-0.6348782724359695
4074,0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,3989.445187021826,4795.819854252423,-0.09431067947124129
4075,0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,1930.032886174904,2307.032201258422,-0.527632742082372
4076,2.01,Very Good,H,I1,58.1,63.0,8.3,8.19,4.79,15052.560046322867,13351.027411419298,0.6981347220709843
4077,0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,4063.180116596073,4873.594468408485,-0.08338160893905101
4078,0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,3214.808256240549,3940.2990985357355,-0.2231435513142097
4079,1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,8408.823508622836,8762.32517621161,0.35065687161316933
4080,0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,1271.838458706381,1295.9622172296095,-0.7765287894989963
4081,0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,923.4056669432248,673.7653039811094,-0.9675840262617056
4082,0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,4137.458592947081,4951.369082564548,-0.07257069283483537
4083,1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,6342.056693904903,7051.283664778235,0.1823215567939546
4084,0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,3350.61856591658,4095.84832684786,-0.19845093872383832
4085,0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,1663.8740631244978,1918.15913047811,-0.616186139423817
4086,1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91,4830.119169181164,5651.340609969111,0.01980262729617973
4087,0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,1006.2848951620792,829.3145322932346,-0.916290731874155
4088,0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,656.4845266114595,129.3430048886721,-1.171182981502945
4089,0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,2694.5083150836263,3318.1021852872345,-0.3285040669720361
4090,1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,11480.921480607956,11017.788986737425,0.5364933705145685
4091,1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,10378.233680593616,10240.0428451768,0.4762341789963717
4092,0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,1561.9068580492603,1762.6099021659852,-0.6539264674066639
4093,0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,1462.5558840840129,1607.0606738538595,-0.6931471805599453
4094,0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,2694.5083150836263,3318.1021852872345,-0.3285040669720361
4095,0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,1271.838458706381,1295.9622172296095,-0.7765287894989963
4096,1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,6342.056693904903,7051.283664778235,0.1823215567939546
4097,0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,621.3865913129209,51.56839073260926,-1.2039728043259361
4098,0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,1048.7956305905404,907.0891464492965,-0.8915981192837836
4099,1.51,Premium,H,SI1,58.0,59.0,7.57,7.54,4.38,9320.885344580247,9462.296703616174,0.412109650826833
4100,0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,1612.5654587464296,1840.3845163220476,-0.6348782724359695
4101,0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,1663.8740631244978,1918.15913047811,-0.616186139423817
4102,0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,3916.2557342213877,4718.04524009636,-0.10536051565782628
4103,1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,5070.530149868527,5884.664452437299,0.04879016416943205
4104,1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,4830.119169181164,5651.340609969111,0.01980262729617973
4105,1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,5905.512460925488,6662.410593997922,0.13976194237515863
4106,0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,3628.9922966634567,4406.94678347211,-0.15082288973458366
4107,0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,1663.8740631244978,1918.15913047811,-0.616186139423817
4108,1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27,6974.126981290285,7595.705963870674,0.23901690047049992
4109,0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,2570.2674977629886,3162.5529569751097,-0.35667494393873245
4110,0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,3989.445187021826,4795.819854252423,-0.09431067947124129
4111,0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,964.486283295726,751.5399181371722,-0.941608539858445
4112,0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,1048.7956305905404,907.0891464492965,-0.8915981192837836
4113,0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,923.4056669432248,673.7653039811094,-0.9675840262617056
4114,1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,5481.609069348721,6273.537523217612,0.09531017980432493
4115,0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,1462.5558840840129,1607.0606738538595,-0.6931471805599453
4116,0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,427.53370842035156,-415.0792942037656,-1.4271163556401458
4117,1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,4672.470742601347,5495.791381656985,0.0
4118,1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,13457.091974025441,12339.957427390485,0.6312717768418578
4119,1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,9528.683258107107,9617.8459319283,0.4252677354043441
4120,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,16328.440806810371,14128.773552979925,0.7466879474879751
4121,0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,3147.7550845537576,3862.524484379673,-0.23572233352106983
4122,1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,4672.470742601347,5495.791381656985,0.0
4123,0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,656.4845266114595,129.3430048886721,-1.171182981502945
4124,0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,1006.2848951620792,829.3145322932346,-0.916290731874155
4125,1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,5233.410568281698,6040.2136807494235,0.06765864847381486
4126,0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,621.3865913129209,51.56839073260926,-1.2039728043259361
4127,1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,4751.031285514873,5573.565995813048,0.009950330853168092
4128,0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,2632.0923079581053,3240.327571131172,-0.342490308946776
4129,0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,1511.9022891473296,1684.835288009922,-0.6733445532637656
4130,0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,621.3865913129209,51.56839073260926,-1.2039728043259361
4131,0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,2885.277004269015,3551.4260277554226,-0.2876820724517809
4132,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,2097.2906245450113,2540.3560437266096,-0.4780358009429998
4133,0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,1048.7956305905404,907.0891464492965,-0.8915981192837836
4134,0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,923.4056669432248,673.7653039811094,-0.9675840262617056
4135,1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,8211.309950373747,8606.775947899485,0.3364722366212129
4136,0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,692.3559648221893,207.11761904473406,-1.1394342831883648
4137,0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,3989.445187021826,4795.819854252423,-0.09431067947124129
4138,0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,1006.2848951620792,829.3145322932346,-0.916290731874155
4139,1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,9424.55336677496,9540.071317772235,0.41871033485818504
4140,1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,4909.732711315087,5729.115224125173,0.02955880224154443
4141,0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,1821.6610834748358,2151.482972946297,-0.5621189181535413
4142,0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,1930.032886174904,2307.032201258422,-0.527632742082372
4143,1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,4672.470742601347,5495.791381656985,0.0
4144,1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,4751.031285514873,5573.565995813048,0.009950330853168092
4145,1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,4672.470742601347,5495.791381656985,0.0
4146,0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,1048.7956305905404,907.0891464492965,-0.8915981192837836
4147,1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,5649.642015375149,6429.086751529736,0.11332868530700327
4148,0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,1462.5558840840129,1607.0606738538595,-0.6931471805599453
4149,1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,4672.470742601347,5495.791381656985,0.0
4150,0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,3282.430178959913,4018.073712691798,-0.21072103131565253
4151,1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,7346.109253546874,7906.804420494924,0.2700271372130602
4152,1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,8508.28909359885,8840.099790367673,0.3576744442718159
4153,0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,1663.8740631244978,1918.15913047811,-0.616186139423817
4154,0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,964.486283295726,751.5399181371722,-0.941608539858445
4155,0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,457.80269838091414,-337.30468004770273,-1.3862943611198906
4156,0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,656.4845266114595,129.3430048886721,-1.171182981502945
4157,0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,692.3559648221893,207.11761904473406,-1.1394342831883648
4158,0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,2211.890174113429,2695.9052720387353,-0.4462871026284195
4159,1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,4989.870251333483,5806.889838281236,0.03922071315328133
4160,0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,883.0491209618087,595.990689825047,-0.9942522733438669
4161,0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,2570.2674977629886,3162.5529569751097,-0.35667494393873245
4162,1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,11368.637995208068,10940.014372581361,0.5306282510621704
4163,1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,4830.119169181164,5651.340609969111,0.01980262729617973
4164,0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,2570.2674977629886,3162.5529569751097,-0.35667494393873245
4165,1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,9528.683258107107,9617.8459319283,0.4252677354043441
4166,0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,4287.638603230315,5106.918310876672,-0.05129329438755058
4167,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,1462.5558840840129,1607.0606738538595,-0.6931471805599453
4168,0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,2570.2674977629886,3162.5529569751097,-0.35667494393873245
4169,2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,21987.255344270372,17317.532733378488,0.9242589015233319
4170,0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,843.4229357517228,518.2160756689846,-1.0216512475319814
4171,0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,766.3879710269738,362.6668473568593,-1.0788096613719298
4172,0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,1511.9022891473296,1684.835288009922,-0.6733445532637656
4173,0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,1768.4256633686064,2073.7083587902353,-0.579818495252942
4174,1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,5734.42416173472,6506.861365685798,0.12221763272424911
4175,2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,16069.921778255193,13973.224324667799,0.7371640659767196
4176,1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,9320.885344580247,9462.296703616174,0.412109650826833
4177,0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,766.3879710269738,362.6668473568593,-1.0788096613719298
4178,1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,4751.031285514873,5573.565995813048,0.009950330853168092
4179,1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,5819.714793874298,6584.63597984186,0.131028262406404
4180,1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,4751.031285514873,5573.565995813048,0.009950330853168092
4181,0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,2632.0923079581053,3240.327571131172,-0.342490308946776
4182,0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,843.4229357517228,518.2160756689846,-1.0216512475319814
4183,1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,6342.056693904903,7051.283664778235,0.1823215567939546
4184,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,1561.9068580492603,1762.6099021659852,-0.6539264674066639
4185,0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,2154.2831151026367,2618.1306578826725,-0.4620354595965587
4186,1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,4751.031285514873,5573.565995813048,0.009950330853168092
4187,0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,1048.7956305905404,907.0891464492965,-0.8915981192837836
4188,0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,1561.9068580492603,1762.6099021659852,-0.6539264674066639
4189,0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,656.4845266114595,129.3430048886721,-1.171182981502945
4190,1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,9217.680181288046,9384.522089460112,0.4054651081081644
4191,1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,4830.119169181164,5651.340609969111,0.01980262729617973
4192,0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,457.80269838091414,-337.30468004770273,-1.3862943611198906
4193,0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,656.4845266114595,129.3430048886721,-1.171182981502945
4194,0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,488.90109568868417,-259.5300658916408,-1.3470736479666092
4195,0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,2757.5128435314978,3395.8767994432974,-0.31471074483970024
4196,1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,9320.885344580247,9462.296703616174,0.412109650826833
4197,0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,2694.5083150836263,3318.1021852872345,-0.3285040669720361
4198,0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,656.4845266114595,129.3430048886721,-1.171182981502945
4199,1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,4751.031285514873,5573.565995813048,0.009950330853168092
4200,1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,4672.470742601347,5495.791381656985,0.0
4201,1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,5649.642015375149,6429.086751529736,0.11332868530700327
4202,1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,5819.714793874298,6584.63597984186,0.131028262406404
4203,0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,2885.277004269015,3551.4260277554226,-0.2876820724517809
4204,0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,1663.8740631244978,1918.15913047811,-0.616186139423817
4205,1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,9738.324731924245,9773.395160240425,0.4382549309311553
4206,0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,692.3559648221893,207.11761904473406,-1.1394342831883648
4207,1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,4751.031285514873,5573.565995813048,0.009950330853168092
4208,0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,621.3865913129209,51.56839073260926,-1.2039728043259361
4209,0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,1006.2848951620792,829.3145322932346,-0.916290731874155
4210,1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,5649.642015375149,6429.086751529736,0.11332868530700327
4211,0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,1048.7956305905404,907.0891464492965,-0.8915981192837836
4212,1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,5905.512460925488,6662.410593997922,0.13976194237515863
4213,1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,4989.870251333483,5806.889838281236,0.03922071315328133
4214,2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,15178.2608243069,13428.802025575362,0.7030975114131134
4215,1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,5565.369822768381,6351.312137373674,0.10436001532424286
4216,0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,2097.2906245450113,2540.3560437266096,-0.4780358009429998
4217,0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,656.4845266114595,129.3430048886721,-1.171182981502945
4218,0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,3916.2557342213877,4718.04524009636,-0.10536051565782628
4219,0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,1180.5446650262113,1140.4129889174847,-0.8209805520698302
4220,0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,3989.445187021826,4795.819854252423,-0.09431067947124129
4221,0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,2757.5128435314978,3395.8767994432974,-0.31471074483970024
4222,1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,9217.680181288046,9384.522089460112,0.4054651081081644
4223,0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,1462.5558840840129,1607.0606738538595,-0.6931471805599453
4224,0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,1821.6610834748358,2151.482972946297,-0.5621189181535413
4225,0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,1663.8740631244978,1918.15913047811,-0.616186139423817
4226,1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,4830.119169181164,5651.340609969111,0.01980262729617973
4227,0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,656.4845266114595,129.3430048886721,-1.171182981502945
4228,0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,766.3879710269738,362.6668473568593,-1.0788096613719298
4229,0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,1462.5558840840129,1607.0606738538595,-0.6931471805599453
4230,0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,621.3865913129209,51.56839073260926,-1.2039728043259361
4231,0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,1006.2848951620792,829.3145322932346,-0.916290731874155
4232,0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,2570.2674977629886,3162.5529569751097,-0.35667494393873245
4233,0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,656.4845266114595,129.3430048886721,-1.171182981502945
4234,1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,6430.867017572213,7129.058278934299,0.1906203596086497
4235,0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,3350.61856591658,4095.84832684786,-0.19845093872383832
4236,0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,1462.5558840840129,1607.0606738538595,-0.6931471805599453
4237,1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,4989.870251333483,5806.889838281236,0.03922071315328133
4238,1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,7346.109253546874,7906.804420494924,0.2700271372130602
4239,2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,15813.06895025064,13817.675096355673,0.7275486072772777
4240,2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,15052.560046322867,13351.027411419298,0.6981347220709843
4241,1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,5151.710788296554,5962.439066593361,0.058268908123975824
4242,0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,3916.2557342213877,4718.04524009636,-0.10536051565782628
4243,1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,4830.119169181164,5651.340609969111,0.01980262729617973
4244,0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,2632.0923079581053,3240.327571131172,-0.342490308946776
4245,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,1462.5558840840129,1607.0606738538595,-0.6931471805599453
4246,0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,1663.8740631244978,1918.15913047811,-0.616186139423817
4247,1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,5649.642015375149,6429.086751529736,0.11332868530700327
4248,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,656.4845266114595,129.3430048886721,-1.171182981502945
4249,2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,16588.620897437435,14284.32278129205,0.7561219797213337
4250,1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,11820.435939708803,11251.112829205611,0.5538851132264376
4251,0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,2097.2906245450113,2540.3560437266096,-0.4780358009429998
4252,0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,3214.808256240549,3940.2990985357355,-0.2231435513142097
4253,0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,1462.5558840840129,1607.0606738538595,-0.6931471805599453
4254,0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,692.3559648221893,207.11761904473406,-1.1394342831883648
4255,1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,5233.410568281698,6040.2136807494235,0.06765864847381486
4256,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,21695.62809242921,17161.983505066364,0.9162907318741551
4257,0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,656.4845266114595,129.3430048886721,-1.171182981502945
4258,0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,883.0491209618087,595.990689825047,-0.9942522733438669
4259,1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,7252.383626138099,7829.029806338862,0.26236426446749106
