carat,cut,color,clarity,depth,table,x,y,z,cut_num,color_num,clarity_num,price_predicted
0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,5,7,2,-13.71595117451352
1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,4,4,6,6412.9855399030475
0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,5,6,6,1442.5112103425927
0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,3,7,4,1179.3311277019548
1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,5,3,5,6771.781633772727
0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,5,3,5,762.4448846350756
1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,5,3,3,6041.1223594575795
1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,5,6,6,7447.573886991558
2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,1,4,1,12982.620672374444
1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,5,5,7,8394.32857332099
0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,4,4,6,3153.2727792251785
0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,5,2,5,-193.5019673510801
0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,2,4,2,3123.1968761909316
0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,4,6,6,2356.698333117439
0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,3,2,2,2671.7087193325406
0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,4,6,4,3623.54942872766
1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,2,3,4,9338.367245906944
0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,4,4,6,2155.495445349076
0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,4,7,4,2584.369285587087
0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,5,7,4,2565.71018758579
1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,5,3,4,5341.325359627808
0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,2,6,8,1999.3768291048407
0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,5,6,2,-337.79150432990537
0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,5,5,2,605.1993635103595
0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,5,4,2,-1206.7518946898717
0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,5,5,3,405.4954346938898
0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,3,4,3,1991.5796389695674
0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,2,7,3,-72.35670512010893
1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,2,4,3,6407.787646000767
0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,3,6,4,4246.357054181654
0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,1,4,5,1113.7589681225
1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,3,6,3,5646.856423973649
1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,4,3,2,6823.604612571
2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,3,3,3,14436.512729715501
2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,3,2,4,14035.702928768134
1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,5,3,4,5774.795929234158
0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,4,5,4,4788.400609590885
1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,5,4,2,4755.66691880202
0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,4,6,4,3438.3457470870717
0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,5,6,3,1287.5487314031461
0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,4,3,5,1503.5419779247247
1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,5,7,3,7092.497247285843
0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,5,2,3,-1213.443077281574
2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,4,1,2,13992.758196291901
1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,5,6,3,12500.922427873631
0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,1,5,3,1533.1989365284496
0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,4,6,3,3640.8169245398153
0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,3,5,5,1765.541457664759
0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,3,6,7,1803.8341038253818
1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,5,6,2,5698.457285400082
2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,1,3,2,17901.249574517948
0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,5,7,4,919.8108808657526
0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,5,1,8,1360.8741877320824
1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,4,5,5,8890.524556164244
1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,4,6,3,5582.524800559857
0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,5,4,3,-181.11206205569033
1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,4,7,2,6589.4114613851625
0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,3,6,2,2130.528635216879
0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,4,6,4,332.37777155104277
0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,5,7,2,2982.007796904248
0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,4,5,7,2188.6229263033356
1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14,4,2,2,5348.709965672237
0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,5,6,7,2233.2872129512193
1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,4,4,3,9409.471562788487
0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,3,5,2,2231.4157023634107
1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,5,6,6,7426.245953523628
0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,3,2,4,-1167.3892404792869
0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,5,1,3,-1568.78770535297
1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,3,7,2,5359.393138785184
0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,2,2,2,852.1051508833161
1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,3,6,2,7825.74220787669
2.07,Very Good,J,VS2,61.3,56.0,8.16,8.2,5.02,3,1,4,14427.460575098572
0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64,1,4,3,2086.543023403392
0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,5,6,2,1558.1005461229063
0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,5,7,5,1416.8489440301282
0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,5,4,6,2528.1357023827504
1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,4,5,5,6200.501795428076
1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,5,4,6,9080.365360670807
1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,3,3,3,4483.800192834668
1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,5,3,3,5919.061221152062
0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,5,6,7,1941.5187821431239
1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,5,3,3,7633.30726270677
0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75,4,3,3,-818.5383781401297
0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,3,1,7,3735.5096688686217
0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,2,2,3,-1037.017002118002
1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,2,7,3,5721.020426306362
0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69,3,1,4,2274.7564997236473
0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,5,6,6,1996.4287178954849
1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06,3,5,3,5622.948269999004
1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,5,3,6,6292.541981140989
0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,5,7,3,3409.822838209665
1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,5,2,3,9023.974292456205
0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,5,6,5,1752.3159743377798
0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,4,6,2,2409.6327130072777
0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,4,5,7,2223.336136908407
0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,5,6,2,2597.799032602241
0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,5,4,3,-565.1413936475037
0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,4,4,2,173.98582675692387
0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,5,5,5,2190.092105237757
0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,4,5,4,410.3774874369369
1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,4,4,5,7069.944907161515
0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,5,1,5,2516.8598613828117
0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,4,6,8,2999.3184433121723
0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,5,6,3,1510.8568060846972
0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,2,4,4,2531.414473037897
1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1,4,5,3,5931.08418561552
2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,5,3,2,14833.321284547956
1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,5,5,5,8949.126509080459
1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,5,5,3,5520.86304158147
0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,5,6,5,1405.8417830415929
0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,5,2,8,1214.708114796323
0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,4,2,7,1243.6127796612072
0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,5,7,3,341.57240509043686
1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,2,1,4,9123.313335786732
0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,5,7,4,826.6145772467917
1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,4,3,3,9115.082835509165
0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,4,5,2,2478.273399557068
0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,2,4,4,182.5635509291037
0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,4,4,2,2764.111979248786
1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,5,3,2,5963.18399779054
0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,2,5,4,4576.932910932001
0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,4,6,4,494.5414651286965
0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,5,5,4,239.4525807938694
0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,3,5,4,4740.888750448398
1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,3,4,2,5170.675650702868
0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,4,3,6,462.12485584727483
1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,4,3,2,6264.344352249503
0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,3,5,2,-345.9315487974136
1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,4,6,2,9874.046810786327
1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85,2,5,2,4412.195710622194
1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,3,6,4,6209.913837851817
0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,2,7,3,4511.474383923471
0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,4,4,7,3435.384746991682
1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,1,1,3,3356.746270491683
0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,3,6,3,1822.7313708809716
0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,5,7,7,2439.033475143282
1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,4,6,2,5946.9686517628725
0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,3,4,2,1937.4998773945426
1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,5,4,2,5571.9989106908
0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,5,4,4,1742.1254828155752
0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,3,6,6,680.8953785417666
1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,4,6,4,6497.5773905474925
0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,3,5,5,783.8842965822851
1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,1,5,2,4586.664878294272
1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,3,5,4,5702.2497789043755
1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,4,5,2,7623.765390502055
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,5,3,4,14595.2998539214
0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,4,4,1,1381.0875924358556
0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,4,6,3,3056.8581263397296
0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,3,5,3,2505.5807596339546
1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,5,7,5,8433.685196012084
2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,3,1,2,12882.686274413269
1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,3,7,3,5654.734052595646
1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,1,4,2,4081.8827236052507
2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,2,4,2,13418.32909573209
0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,5,5,6,1969.0826914585532
1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,2,3,3,4226.4650212138185
0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,5,5,5,3717.222650559348
0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,5,7,4,845.9773515802017
0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,4,7,4,1247.6781405109264
0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,2,7,3,-48.57382381106936
0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,3,5,2,1984.776529702478
0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,4,7,5,1191.641889937157
0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,5,5,3,3355.9719321217967
1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,4,3,4,5698.6283137823375
0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,2,7,2,766.953246634057
0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,5,6,5,2985.498583772157
0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,2,6,4,3378.667001899945
0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,5,3,8,1509.2836411400867
0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,5,3,2,1702.3325622683828
0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,4,5,4,241.40478848104613
0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,2,4,6,-118.30427102707017
0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54,5,6,4,3481.9749155093455
0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,2,3,3,1526.2949317161401
0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,5,4,6,2658.5295472392963
0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,4,2,5,-525.7544748565865
0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,3,6,4,3393.5929439644306
1.5,Good,I,SI1,62.9,60.0,7.12,7.16,4.49,2,2,3,8620.80083317301
1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,4,5,5,7127.442366475696
0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,5,7,4,919.0133108162781
0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,2,2,3,1242.5070355677408
1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,5,4,6,6602.687035769521
0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76,3,7,3,78.21666485326568
1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71,5,3,4,11013.023036540773
0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54,5,6,4,3747.152250640795
0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,5,2,4,-134.9180769129307
0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63,3,4,3,-883.1477177262204
1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,3,1,2,5240.395537463021
0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,5,6,4,2436.473740175007
2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,4,2,3,13937.327976678067
0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,5,4,3,1114.6757939915883
0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,5,3,5,3277.206656929219
0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,3,6,6,2241.9730968022614
0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68,5,4,8,1811.838370928482
2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,3,2,5,14582.064088489753
0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,5,6,4,463.34002569009317
0.31,Ideal,G,VVS1,61.2,56.0,4.34,4.38,2.67,5,4,7,1457.500615595587
0.5,Premium,F,SI1,62.5,59.0,5.03,4.99,3.13,4,5,3,904.6131140013204
0.36,Ideal,D,SI1,60.3,56.0,4.61,4.65,2.79,5,7,3,803.0981375568313
0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,5,3,5,1467.6381760738677
0.33,Very Good,I,VVS2,61.6,57.0,4.43,4.45,2.73,3,2,6,146.31434956873636
0.97,Very Good,G,VVS1,61.9,54.0,6.33,6.36,3.93,3,4,7,6559.7486443463295
0.31,Ideal,F,IF,62.0,55.0,4.37,4.41,2.72,5,5,8,2209.5047908945417
0.31,Premium,H,VS1,62.4,58.0,4.34,4.28,2.69,4,3,5,-139.1240265868032
1.51,Very Good,J,VS2,61.0,58.0,7.35,7.41,4.5,3,1,4,9025.27586449918
0.32,Good,I,VS2,63.2,56.0,4.32,4.38,2.75,2,2,4,-1084.5137376018183
1.43,Very Good,J,VS2,62.8,56.0,7.13,7.19,4.5,3,1,4,8250.84350379153
1.0,Very Good,G,VS2,62.9,56.0,6.27,6.42,3.99,3,4,4,5314.559677346935
1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,5,4,2,7362.333330231584
0.77,Very Good,D,VS2,63.0,58.0,5.81,5.85,3.67,3,7,4,4135.728284238824
0.23,Very Good,E,VVS1,60.2,59.0,3.97,4.01,2.4,3,6,7,1345.9258081818075
1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8,3,1,3,10175.51683214138
0.33,Very Good,G,VVS1,61.2,57.0,4.47,4.5,2.74,3,4,7,1288.0183672060975
1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07,5,5,1,4876.437517811195
0.7,Good,F,SI1,63.8,58.0,5.56,5.67,3.58,2,5,3,2273.039806393531
1.01,Very Good,G,SI2,63.0,58.0,6.29,6.34,3.98,3,4,2,4344.858585471598
1.1,Premium,H,VS2,62.5,58.0,6.59,6.54,4.1,4,3,4,5881.468902567483
0.51,Very Good,F,SI2,62.7,56.0,5.07,5.1,3.19,3,5,2,420.97733030100517
2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,3,2,5,14470.179235575146
0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,5,4,5,427.97114981906543
1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02,2,6,3,5332.744503409212
1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49,4,1,4,8992.433515442493
0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72,4,7,2,-276.5737764057835
0.32,Very Good,I,VS2,63.2,56.0,4.38,4.32,2.75,3,2,4,-1024.6587201751827
1.2,Ideal,I,SI1,62.6,58.0,6.74,6.71,4.21,5,2,3,6125.375317190799
0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9,4,4,4,534.9539957541274
2.02,Ideal,F,SI2,62.7,57.0,8.07,7.93,5.03,5,5,2,14346.301201099097
0.34,Premium,I,SI1,60.2,59.0,4.55,4.52,2.73,4,2,3,-1168.9070683174941
0.52,Very Good,G,VS1,62.2,63.0,5.22,5.13,3.22,3,4,5,1415.9185995528935
1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,4.05,4,2,4,5513.984534481839
0.72,Premium,G,VS2,62.9,57.0,5.73,5.65,3.58,4,4,4,2844.012598028984
1.56,Ideal,G,VS1,61.3,56.0,7.46,7.51,4.59,5,4,5,11203.57143035311
0.39,Ideal,E,VS2,60.5,56.0,4.75,4.77,2.88,5,6,4,1156.3150580939255
1.04,Premium,I,SI1,62.5,62.0,6.45,6.39,4.01,4,2,3,4428.895888171279
0.97,Very Good,G,SI1,60.2,61.0,6.4,6.46,3.87,3,4,3,4464.007254328741
1.4,Premium,F,VS2,60.7,58.0,7.26,7.17,4.38,4,5,4,9339.972474864431
0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85,5,3,4,-121.79201575932211
0.71,Ideal,E,SI1,61.8,57.0,5.72,5.76,3.55,5,6,3,3109.3277073260265
1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.0,2,6,4,5859.823333235308
0.4,Ideal,I,SI1,61.6,56.0,4.68,4.74,2.9,5,2,3,-552.8049703924444
0.26,Very Good,E,VS1,63.0,59.0,4.03,4.06,2.55,3,6,5,383.58722065538905
0.33,Ideal,H,SI2,61.1,57.0,4.46,4.48,2.73,5,3,2,-1271.0760089600763
0.34,Premium,G,VS2,62.4,59.0,4.47,4.41,2.77,4,4,4,-134.8214657517433
0.5,Ideal,E,SI1,60.6,59.0,5.13,5.16,3.12,5,6,3,1416.3699467753695
0.33,Ideal,F,SI2,61.4,57.0,4.44,4.48,2.74,5,5,2,-630.1834105944909
0.83,Ideal,H,VS2,61.6,55.0,6.04,6.08,3.73,5,3,4,3719.8292764183952
0.31,Premium,F,VS2,61.3,59.0,4.34,4.31,2.65,4,5,4,77.58111535709668
0.3,Ideal,G,VVS2,61.1,57.0,4.32,4.35,2.65,5,4,6,850.358422319945
0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53,3,2,5,2604.7329921484084
1.58,Ideal,F,SI1,60.3,56.0,7.56,7.62,4.58,5,5,3,10742.591171341133
0.7,Ideal,H,SI1,62.5,56.0,5.64,5.69,3.54,5,3,3,2071.519190785861
1.01,Ideal,I,VS2,61.3,53.0,6.52,6.54,4.0,5,2,4,4993.1945311403215
0.61,Very Good,H,VVS2,61.4,57.0,5.46,5.5,3.36,3,3,6,2579.7021314722224
1.0,Premium,F,VS2,58.6,61.0,6.53,6.5,3.82,4,5,4,5748.24007020902
0.9,Very Good,E,SI1,61.7,58.0,6.15,6.2,3.81,3,6,3,4529.105060929921
0.9,Ideal,G,SI2,61.4,56.0,6.19,6.23,3.81,5,4,2,3663.193121175581
0.42,Very Good,I,VS1,60.4,60.0,4.82,4.88,2.93,3,2,5,288.2059770696537
1.23,Ideal,G,VVS2,62.7,56.0,6.81,6.84,4.28,5,4,6,8575.496958049127
0.78,Very Good,F,VS1,63.3,56.0,5.84,5.89,3.71,3,5,5,4094.9416322021134
0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86,2,4,2,3175.1487502283258
1.51,Ideal,J,VS2,61.1,57.0,7.36,7.3,4.48,5,1,4,9269.62871099131
0.33,Ideal,G,VS2,61.2,55.0,4.46,4.49,2.74,5,4,4,93.41913583027053
0.7,Very Good,F,VVS1,63.3,62.0,5.67,5.57,3.56,3,5,7,4214.667376549304
1.09,Ideal,D,SI1,61.9,57.0,6.57,6.61,4.08,5,7,3,6786.294199554071
1.08,Premium,I,SI1,62.2,58.0,6.6,6.56,4.09,4,2,3,4856.542995615632
0.3,Ideal,H,VVS2,62.1,54.0,4.32,4.35,2.69,5,3,6,520.9043730926628
0.46,Very Good,F,SI1,63.1,56.0,4.9,4.87,3.08,3,5,3,497.6651265194382
0.3,Ideal,E,VVS2,62.1,54.0,4.32,4.35,2.69,5,6,6,1491.6669096799853
1.24,Very Good,J,SI2,60.4,61.0,6.85,6.92,4.16,3,1,2,5513.614933008643
1.15,Very Good,H,SI1,62.4,57.0,6.68,6.71,4.18,3,3,3,5762.650701146274
1.22,Ideal,H,SI2,61.7,56.0,6.91,6.83,4.24,5,3,2,6137.797883816107
1.03,Premium,H,SI1,62.5,59.0,6.46,6.41,4.02,4,3,3,4712.059309564497
0.3,Ideal,G,VS2,61.9,57.0,4.26,4.3,2.65,5,4,4,-156.99864407332007
0.27,Ideal,F,IF,61.8,55.0,4.16,4.19,2.58,5,5,8,1987.2635743520275
0.71,Ideal,G,VVS1,62.8,56.0,5.71,5.76,3.6,5,4,7,4406.103842101681
1.04,Very Good,F,SI2,63.2,58.0,6.39,6.34,4.02,3,5,2,4883.3303451569745
1.14,Ideal,G,VVS1,61.1,58.0,6.74,6.77,4.13,5,4,7,8239.327916445185
0.74,Very Good,E,SI2,63.1,57.0,5.8,5.76,3.65,3,6,2,2510.796530835646
1.05,Very Good,F,IF,59.7,55.0,6.66,6.73,4.0,3,5,8,8111.701854614201
1.12,Fair,I,SI2,64.6,57.0,6.5,6.47,4.19,1,2,2,4351.297475649066
1.1,Ideal,H,SI2,63.1,58.0,6.54,6.53,4.12,5,3,2,5000.5962102144895
0.31,Premium,D,SI1,60.0,61.0,4.43,4.41,2.65,4,7,3,198.79030128374143
0.71,Very Good,H,SI1,60.7,60.0,5.73,5.76,3.49,3,3,3,1905.6578295737916
1.01,Premium,F,VS1,62.4,61.0,6.39,6.36,3.98,4,5,5,6159.564654572909
